=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.10.21 00:27:27 =~=~=~=~=~=~=~=~=~=~=~=
1260, 0, 0, -2, -1
1920, 977, 20, -20, 0, -2, -1
1925, 978, 20, -21, 0, -2, -1
1930, 978, 20, -21, 0, -2, -1
1935, 979, 20, -21, 0, -2, -1
1940, 979, 20, -21, 0, -2, -1
1945, 979, 18, -21, 0, -2, -1
1950, 979, 18, -21, 0, -2, -1
1955, 977, 20, -20, 0, -2, -1
1960, 977, 20, -20, 0, -2, -1
1965, 976, 20, -20, 0, -2, -1
1970, 976, 20, -20, 0, -2, -1
1975, 976, 20, -20, 0, -2, -1
1980, 976, 20, -20, 0, -2, -1
1985, 972, 21, -20, 0, -2, -1
1990, 972, 21, -20, 0, -2, -1
1995, 972, 22, -20, 0, -3, -1
2000, 972, 22, -20, 0, -3, -1
2005, 972, 24, -21, 0, -3, -1
2010, 972, 24, -21, 0, -3, -1
2015, 977, 26, -21, 0, -4, -1
2020, 977, 26, -21, 0, -4, -1
2025, 983, 25, -21, 0, -4, -1
2030, 983, 25, -21, 0, -4, -1
2035, 985, 25, -21, 0, -3, -1
2040, 985, 25, -21, 0, -3, -1
2045, 983, 21, -21, 0, -3, 0
2050, 983, 21, -21, 0, -3, 0
2055, 981, 19, -21, 0, -3, 0
2060, 981, 19, -21, 0, -3, 0
2065, 978, 19, -21, 0, -2, 0
2070, 978, 19, -21, 0, -2, 0
2075, 982, 15, -21, 0, -2, 0
2080, 982, 15, -21, 0, -3, 0
2085, 981, 17, -22, 0, -3, 0
2090, 980, 17, -21, 0, -2, -1
2095, 980, 19, -21, 0, -2, -1
2100, 976, 17, -21, 0, -2, -1
2105, 976, 17, -21, 0, -2, -1
2110, 975, 15, -21, 0, -2, -1
2115, 975, 15, -21, 0, -2, -1
2120, 973, 16, -21, 0, -3, -1
2125, 973, 16, -21, 0, -3, -1
2130, 974, 18, -21, 0, -3, 0
2135, 974, 18, -21, 0, -3, 0
2140, 976, 16, -21, 0, -3, 0
2145, 976, 16, -21, 0, -3, 0
2150, 985, 15, -21, 0, -4, 0
2155, 985, 15, -21, 0, -4, 0
