=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2020.10.21 00:25:43 =~=~=~=~=~=~=~=~=~=~=~=
1260, 979, 20, -9, 0, 0, 0
-10, 2, -4, -1
3245, 996, 34, -10, 2, -4, -1
3250, 994, 29, -10, 2, -4, -1
3255, 994, 29, -10, 2, -4, -1
3260, 989, 21, -10, 2, -4, -1
3265, 989, 21, -10, 2, -4, -1
3270, 986, 18, -11, 2, -4, -1
3275, 986, 18, -11, 2, -4, -1
3280, 993, 17, -12, 2, -4, -1
3285, 993, 17, -12, 2, -4, -1
3290, 999, 18, -12, 3, -4, -1
3295, 999, 18, -12, 3, -3, -1
3300, 1004, 16, -11, 3, -3, -1
3305, 1001, 17, -11, 3, -2, -1
3310, 1001, 17, -11, 3, -2, -1
3315, 999, 16, -11, 4, -2, -1
3320, 999, 16, -11, 4, -2, -1
3325, 995, 14, -11, 4, -2, -1
3330, 995, 14, -11, 4, -2, -1
3335, 992, 11, -11, 5, -2, -1
3340, 992, 11, -11, 5, -2, -1
3345, 992, 10, -12, 6, -3, -1
3350, 992, 10, -12, 6, -3, -1
3355, 990, 13, -11, 7, -3, -2
3360, 990, 13, -11, 7, -3, -2
3365, 985, 15, -11, 7, -3, -2
3370, 985, 15, -11, 7, -3, -2
3375, 983, 20, -10, 7, -3, -2
3380, 983, 20, -10, 7, -3, -2
3385, 985, 22, -10, 7, -4, -2
3390, 985, 22, -10, 7, -4, -2
3395, 990, 21, -10, 7, -5, -2
3400, 990, 21, -10, 7, -5, -2
3405, 993, 18, -11, 7, -5, -2
3410, 993, 18, -11, 7, -5, -2
3415, 996, 13, -12, 7, -5, -2
3420, 996, 13, -12, 7, -5, -2
3425, 998, 8, -12, 8, -5, -2
3430, 998, 8, -12, 8, -5, -2
3435, 998, 5, -12, 9, -4, -2
3440, 998, 5, -12, 9, -4, -2
3445, 992, 7, -12, 10, -4, -2
3450, 992, 7, -12, 10, -4, -2
3455, 988, 14, -11, 10, -4, -2
3460, 988, 14, -11, 10, -4, -2
3465, 998, 30, -11, 9, -5, -3
3470, 998, 30, -11, 9, -5, -3
3475, 1010, 37, -12, 7, -5, -3
3480, 1010, 37, -12, 7, -5, -3
3485, 1012, 29, -14, 5, -4, -2
3490, 1012, 29, -14, 5, -4, -2
3495, 1000, 21, -15, 4, -3, -1
3500, 1000, 21, -15, 4, -3, -1
3505, 987, 17, -14, 4, -3, -1
3510, 987, 17, -14, 4, -3, -1
3515, 982, 20, -13, 6, -3, -1
3520, 982, 20, -13, 6, -3, -1
3525, 985, 22, -11, 8, -5, -1
3530, 985, 22, -11, 8, -5, -1
3535, 993, 27, -10, 9, -6, -1
3540, 993, 27, -10, 8, -5, 0
3545, 992, 49, -8, 8, -5, 0
3550, 984, 26, -9, 6, -5, 0
3555, 984, 26, -9, 6, -5, 0
3560, 980, 3, -11, 5, -5, 0
3565, 980, 3, -11, 5, -5, 0
3570, 977, 9, -10, 6, -5, 0
3575, 977, 9, -10, 6, -5, 0
3580, 976, 17, -9, 6, -6, 0
3585, 976, 17, -9, 6, -6, 0
3590, 977, 22, -9, 5, -8, 0
3595, 977, 22, -9, 5, -8, 0
3600, 981, 25, -10, 5, -10, 0
3605, 981, 25, -10, 5, -10, 0
3610, 977, 34, -10, 5, -11, 0
3615, 977, 34, -10, 5, -11, 0
3620, 966, 54, -8, 5, -13, 0
3625, 966, 54, -8, 5, -13, 0
3630, 956, 60, -6, 5, -16, 1
3635, 956, 60, -6, 5, -16, 1
3640, 944, 71, -4, 3, -19, 2
3645, 944, 71, -4, 3, -19, 2
3650, 943, 14, -9, 0, -22, 3
3655, 943, 14, -9, 0, -22, 3
3660, 966, -25, -14, 0, -25, 3
3665, 966, -25, -14, 0, -25, 3
3670, 996, -36, -17, 3, -26, 2
3675, 996, -36, -17, 3, -26, 2
3680, 1019, -24, -18, 6, -24, 1
3685, 1019, -24, -18, 6, -24, 1
3690, 1025, -2, -16, 8, -20, 0
3695, 1025, -2, -16, 8, -20, 0
3700, 1011, 10, -15, 9, -17, 0
3705, 1011, 10, -15, 9, -17, 0
3710, 992, 24, -14, 9, -15, -1
3715, 992, 24, -14, 9, -15, -1
3720, 975, 24, -14, 9, -16, -1
3725, 975, 24, -14, 9, -16, -1
3730, 970, 27, -14, 9, -17, -1
3735, 970, 27, -14, 9, -17, -1
3740, 978, 28, -14, 10, -18, -1
3745, 978, 28, -14, 10, -18, -1
3750, 992, 27, -13, 10, -19, 0
3755, 992, 27, -13, 10, -19, 0
3760, 995, 25, -14, 10, -19, 0
3765, 995, 25, -14, 10, -19, 0
3770, 992, 27, -15, 10, -18, 0
3775, 992, 27, -15, 9, -17, 0
3780, 987, 29, -15, 9, -17, 0
3785, 986, 29, -15, 8, -17, 0
3790, 986, 37, -15, 8, -17, 0
3795, 988, 39, -16, 7, -17, 0
3800, 988, 39, -16, 7, -17, 0
3805, 988, 46, -15, 7, -17, 0
3810, 988, 46, -15, 7, -17, 0
3815, 993, 53, -15, 6, -17, 0
3820, 993, 53, -15, 6, -17, 0
3825, 1001, 54, -16, 5, -18, 0
3830, 1001, 54, -16, 5, -18, 0
3835, 1006, 44, -17, 4, -17, 1
3840, 1006, 44, -17, 4, -17, 1
3845, 1003, 33, -18, 3, -17, 1
3850, 1003, 33, -18, 3, -17, 1
3855, 997, 20, -19, 3, -16, 1
3860, 997, 20, -19, 3, -16, 1
3865, 991, 6, -19, 2, -15, 1
3870, 991, 6, -19, 2, -15, 1
3875, 982, -11, -19, 3, -15, 1
3880, 982, -11, -19, 3, -15, 1
3885, 979, -23, -19, 4, -15, 0
3890, 979, -23, -19, 4, -15, 0
3895, 979, -29, -19, 5, -15, 0
3900, 979, -29, -19, 5, -15, 0
3905, 981, -26, -19, 7, -15, 0
3910, 981, -26, -19, 7, -15, 0
3915, 985, -20, -19, 8, -15, 0
3920, 985, -20, -19, 8, -15, 0
3925, 993, -16, -20, 9, -14, 0
3930, 993, -16, -20, 9, -14, 0
3935, 1001, -16, -20, 10, -13, -1
3940, 1001, -16, -20, 10, -13, -1
3945, 1009, -14, -21, 10, -12, -1
3950, 1009, -14, -21, 10, -12, -1
3955, 1013, -5, -22, 11, -9, -2
3960, 1013, -5, -22, 11, -9, -2
3965, 1003, 3, -21, 12, -6, -2
3970, 1003, 3, -21, 12, -6, -2
3975, 990, 8, -20, 13, -4, -2
3980, 990, 8, -20, 13, -4, -2
3985, 976, 17, -19, 13, -3, -2
3990, 976, 17, -19, 13, -3, -2
3995, 967, 24, -19, 13, -3, -2
4000, 967, 24, -19, 13, -3, -2
4005, 966, 27, -19, 12, -5, -2
4010, 966, 27, -19, 12, -5, -2
4015, 966, 29, -19, 12, -6, -2
4020, 966, 29, -19, 12, -7, -2
4025, 976, 34, -20, 12, -7, -2
4030, 982, 36, -20, 11, -8, -2
4035, 982, 36, -20, 11, -8, -2
4040, 983, 31, -21, 11, -8, -1
4045, 983, 31, -21, 11, -8, -1
4050, 983, 31, -21, 10, -7, -1
4055, 983, 31, -21, 10, -7, -1
4060, 979, 36, -21, 10, -7, -1
4065, 979, 36, -21, 10, -7, -1
4070, 972, 35, -21, 9, -7, -1
4075, 972, 35, -21, 9, -7, -1
4080, 963, 30, -21, 8, -8, -1
4085, 963, 30, -21, 8, -8, -1
4090, 965, 25, -21, 7, -9, -1
4095, 965, 25, -21, 7, -9, -1
4100, 975, 25, -20, 6, -10, -1
