1.0009211,0.9854269676,0.9993329751,-0.0917801,-0.2651423803,-0.3974927381,-0.9852603,-1.027087355,-1.035806815,0.0944983,-0.04295376925,0.01717196772,-0.2972449,-0.268935896,-0.3324465472,-0.1975412,-0.1030649569,-0.1888475056,0
1.0009211,0.9854269676,0.9993329751,-0.0917801,-0.2651423803,-0.3974927381,-0.9852603,-1.027087355,-1.035806815,0.0944983,-0.04295376925,0.01717196772,-0.2972449,-0.268935896,-0.3324465472,-0.1975412,-0.1030649569,-0.1888475056,5
0.9947234,0.9905916792,0.9983006063,-0.0815823,-0.2957357319,-0.3567242522,-0.9713179,-1.054972079,-1.035806815,0.0816122,-0.02147688463,0.0300509435,-0.2972449,-0.3750948023,-0.2829332317,-0.1803637,-0.07729871765,-0.2060154607,10
0.9947234,0.9905916792,0.9983006063,-0.0815823,-0.2957357319,-0.3567242522,-0.9713179,-1.054972079,-1.035806815,0.0816122,-0.02147688463,0.0300509435,-0.2972449,-0.3750948023,-0.2829332317,-0.1803637,-0.07729871765,-0.2060154607,15
0.9874929,0.9957563908,0.9952035,-0.1019778,-0.3467246511,-0.3873006166,-0.9759654,-1.059619533,-1.031161941,0.0558399,-0.02147688463,0.04292991929,-0.3326312,-0.4034038439,-0.2617132393,-0.1631862,-0.04294373203,-0.1974314832,20
0.9874929,0.9957563908,0.9952035,-0.1019778,-0.3467246511,-0.3873006166,-0.9759654,-1.059619533,-1.031161941,0.0558399,-0.02147688463,0.04292991929,-0.3326312,-0.4034038439,-0.2617132393,-0.1631862,-0.04294373203,-0.1974314832,25
0.9874929,0.9978222754,0.9931387624,-0.1121756,-0.3671202189,-0.3873006166,-0.9759654,-1.059619533,-1.035806815,0.0429538,-0.03865839233,0.06010188701,-0.3892493,-0.3680175418,-0.2687865701,-0.1631862,-0.02576623922,-0.1888475056,30
0.9874929,0.9978222754,0.9931387624,-0.1121756,-0.3671202189,-0.3873006166,-0.9759654,-1.059619533,-1.035806815,0.0429538,-0.03865839233,0.06010188701,-0.3892493,-0.3680175418,-0.2687865701,-0.1631862,-0.02576623922,-0.1888475056,35
0.9916246,0.9947234485,0.9910740249,-0.142769,-0.3671202189,-0.3771084951,-0.9852603,-1.07820935,-1.01722732,0.0257723,-0.06443065388,0.06868787087,-0.4529447,-0.3043221981,-0.2758599009,-0.1631862,-0.03435498562,-0.1802635281,40
0.9916246,0.9947234485,0.9910740249,-0.142769,-0.3671202189,-0.3771084951,-0.9852603,-1.07820935,-1.01722732,0.0257723,-0.06443065388,0.06868787087,-0.4529447,-0.3043221981,-0.2758599009,-0.1631862,-0.03435498562,-0.1802635281,45
1.001954,0.9854269676,0.9921063936,-0.1835601,-0.3875157866,-0.3669163736,-1.013145,-1.106094074,-1.01722732,0.0128861,-0.08161216158,0.06868787087,-0.488331,-0.2760131564,-0.3041532241,-0.1803637,-0.05153247843,-0.1802635281,50
